ID,type
"gi|499175831|ref|WP_010873418.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Synechocystis] >gi|1710041|sp|P54205.1|RBL_SYNY3 RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|439291|emb|CAA46773.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803] >gi|1001563|dbj|BAA10190.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803] >gi|339274486|dbj|BAK50973.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803] >gi|359272452|dbj|BAL29971.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803 substr. GT-I] >gi|359275622|dbj|BAL33140.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803 substr. PCC-N] >gi|359278792|dbj|BAL36309.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803 substr. PCC-P] >gi|407961226|dbj|BAM54466.1| ribulose bisophosphate carboxylase [Synechocystis sp. PCC 6803] >gi|451781514|gb|AGF52483.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Synechocystis sp. PCC 6803] >gi|939197083|gb|ALJ68415.1| ribulose 1,5-bisphosphate carboxylase [Synechocystis sp. PCC 6803] >gi|1370132547|gb|AVP90254.1| ribulose bisphosphate carboxylase large chain [Synechocystis sp. IPPAS B-1465]",1B-Prok
gi|1225418813|ref|WP_093428314.1| form I ribulose bisphosphate carboxylase large subunit [Thiohalospira halophila] >gi|1097101881|emb|SFD44862.1| ribulose-bisphosphate carboxylase large chain [Thiohalospira halophila DSM 15071],1A-Prok
"gi|501560998|ref|WP_012565479.1| form I ribulose bisphosphate carboxylase large subunit [Rhodospirillum centenum] >gi|209957052|gb|ACI97688.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhodospirillum centenum SW]",1A-Prok
gi|1311647620|ref|WP_101196567.1| form I ribulose bisphosphate carboxylase large subunit [Pseudomonas monteilii] >gi|1305167105|gb|PKI19619.1| ribulose-bisphosphate carboxylase large subunit [Pseudomonas monteilii],1A-Prok
"gi|192758116|gb|ACF04985.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Palmophyllum umbracola]",1B-Euk
gi|1154166922|ref|WP_078540934.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Thioclava] >gi|1152777095|gb|OOY07259.1| ribulose-bisphosphate carboxylase large subunit [Thioclava sp. F36-7] >gi|1152786803|gb|OOY16220.1| ribulose-bisphosphate carboxylase large subunit [Thioclava sp. DLFJ4-1] >gi|1152791590|gb|OOY20719.1| ribulose-bisphosphate carboxylase large subunit [Thioclava sp. DLFJ5-1] >gi|1152794575|gb|OOY23495.1| ribulose-bisphosphate carboxylase large subunit [Thioclava sediminum] >gi|1152802450|gb|OOY30688.1| ribulose-bisphosphate carboxylase large subunit [Thioclava sp. F36-6] >gi|1176998179|gb|OQZ86212.1| ribulose-bisphosphate carboxylase large subunit [Thioclava electrotropha],1A-Prok
gi|1232289135|gb|OYV74648.1| ribulose-bisphosphate carboxylase large subunit [Chromatiales bacterium 21-64-14],1A-Prok
"gi|566573475|gb|AHC70276.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Ostreobium sp. TeA] >gi|566573477|gb|AHC70277.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Ostreobium sp. TeA] >gi|566573479|gb|AHC70278.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Ostreobium sp. TeA] >gi|566573481|gb|AHC70279.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Ostreobium sp. TeA] >gi|566573517|gb|AHC70297.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ostreobium sp. TeA]",1B-Euk
gi|1270479465|gb|PHS70997.1| ribulose-bisphosphate carboxylase large subunit [Methylophaga sp.],1A-Prok
gi|502433156|ref|WP_012784207.1| form I ribulose bisphosphate carboxylase large subunit [Acidimicrobium ferrooxidans] >gi|256007521|gb|ACU53088.1| Ribulose-bisphosphate carboxylase [Acidimicrobium ferrooxidans DSM 10331],1A-Prok
gi|1330005729|ref|WP_102260439.1| form I ribulose bisphosphate carboxylase large subunit [Enterovibrio norvegicus] >gi|1326569083|gb|PMH63513.1| ribulose-bisphosphate carboxylase large subunit [Enterovibrio norvegicus] >gi|1326645808|gb|PMI34450.1| ribulose-bisphosphate carboxylase large subunit [Enterovibrio norvegicus] >gi|1326652630|gb|PMI40862.1| ribulose-bisphosphate carboxylase large subunit [Enterovibrio norvegicus] >gi|1327191756|gb|PMN56431.1| ribulose-bisphosphate carboxylase large subunit [Enterovibrio norvegicus],1A-Prok
gi|1232622018|gb|OYY58629.1| ribulose-bisphosphate carboxylase large subunit [Hydrogenophilales bacterium 28-61-11],1A-Prok
"gi|644127058|ref|WP_025282291.1| form I ribulose bisphosphate carboxylase large subunit [Ectothiorhodospira haloalkaliphila] >gi|589291655|gb|AHK79798.1| ribulose 1,5-bisphosphate carboxylase [Ectothiorhodospira haloalkaliphila]",1A-Prok
"gi|18033012|gb|AAL56950.1| ribulose-1,5-bisphosphate carboxylase/oxygenase [Choricystis sp. Hepperle Pi97/6]",1B-Euk
gi|671634678|ref|WP_031596525.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Ferrovum] >gi|1003318916|gb|KXW59169.1| ribulose bisphosphate carboxylase large chain [Ferrovum sp. Z-31],1A-Prok
"gi|1268662592|ref|WP_098958429.1| form I ribulose bisphosphate carboxylase large subunit [Pseudonocardia sp. N23] >gi|1251392715|dbj|GAY10006.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pseudonocardia sp. N23]",1A-Prok
gi|1533927446|ref|WP_125180873.1| ribulose-bisphosphate carboxylase large subunit [Thiohalobacter thiocyanaticus] >gi|1532248433|gb|RRQ21525.1| form I ribulose bisphosphate carboxylase large subunit [Thiohalobacter thiocyanaticus],1A-Prok
gi|1576589874|gb|RZO41484.1| form I ribulose bisphosphate carboxylase large subunit [Proteobacteria bacterium],1A-Prok
"gi|3183144|sp|Q51856.1|RBL_HYDTE RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|505126|dbj|BAA06437.1| ribulose-1,5-bisphosphate carboxylase oxygenase large subunit [Hydrogenophilus thermoluteolus]",1A-Prok
"gi|1601681988|ref|WP_134077005.1| ribulose-bisphosphate carboxylase large subunit [Rhodovulum visakhapatnamense] >gi|1597078165|gb|TDX33210.1| ribulose 1,5-bisphosphate carboxylase large subunit [Rhodovulum visakhapatnamense]",1A-Prok
gi|1053164585|ref|WP_065972140.1| form I ribulose bisphosphate carboxylase large subunit [Acidiferrobacter thiooxydans] >gi|1052247475|gb|OCX44015.1| ribulose-bisphosphate carboxylase large subunit [Acidiferrobacter thiooxydans] >gi|1432418398|gb|RCN55929.1| form I ribulose bisphosphate carboxylase large subunit [Acidiferrobacter thiooxydans],1A-Prok
gi|1571439899|gb|RYX87742.1| form I ribulose bisphosphate carboxylase large subunit [bacterium],1B-Euk
gi|494101929|ref|WP_007042721.1| form I ribulose bisphosphate carboxylase large subunit [Thiorhodococcus drewsii] >gi|343917370|gb|EGV28173.1| Ribulose bisphosphate carboxylase large chain [Thiorhodococcus drewsii AZ1],1A-Prok
"gi|306481852|dbj|BAJ17030.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Morinda sp. SH-2010]",1B-Euk
"gi|50844312|gb|AAT84278.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [uncultured bacterium]",1A-Prok
"gi|932247950|gb|ALG62811.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella bodinieri]",1B-Euk
"gi|1484033677|gb|AYE20258.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Orobanche hederae]",1B-Euk
gi|1272470012|gb|PHX68273.1| ribulose-bisphosphate carboxylase large subunit [Cyanobium sp. Baikal-G2],1A-Prok
gi|517742666|ref|WP_018912874.1| form I ribulose bisphosphate carboxylase large subunit [Thiomonas sp. FB-6],1A-Prok
gi|1325972976|ref|WP_101841128.1| form I ribulose bisphosphate carboxylase large subunit [Hydrogenovibrio sp. SC-1] >gi|1317683187|gb|PLA73766.1| ribulose-bisphosphate carboxylase large subunit [Hydrogenovibrio sp. SC-1],1A-Prok
gi|764526242|ref|WP_044406641.1| form I ribulose bisphosphate carboxylase large subunit [Thiomicrospira microaerophila],1A-Prok
"gi|337062|gb|AAA84286.1| ribulose 1,5-bisphosphate carboxylase (chloroplast) [Gisekia pharnaceoides]",1B-Euk
"gi|314956447|gb|ADT64951.1| ribulose 1,5-bisphosphate carboxylase/oxygenase [Takakia ceratophylla]",1B-Euk
"gi|189170244|gb|ACD80117.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Tetraselmis suecica]",1B-Euk
"gi|1274082483|gb|ATQ63149.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella jungermannioides]",1B-Euk
"gi|1511253938|ref|YP_009526526.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (mitochondrion) [Ammopiptanthus mongolicus] >gi|1474380086|gb|AXV54285.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ammopiptanthus mongolicus]",1B-Euk
"gi|664643619|gb|AIF31383.1| ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit [uncultured bacterium]",1-Prok
"gi|1073550468|gb|AOT86024.1| ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit [uncultured bacterium]",1A-Prok
"gi|332693184|gb|AEE92835.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chroococcidiopsis sp. CCMP3187]",1B-Prok
"gi|13548844|gb|AAK29518.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Falcatifolium papuanum]",1B-Euk
"gi|523387139|emb|CDF56930.1| green-like rubisco-1,5-bisphosphate carboxylase/oxygenease form I [uncultured bacterium]",1A-Prok
"gi|932248064|gb|ALG62866.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella helferi]",1B-Euk
"gi|9719196|gb|AAF97677.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Ungernia flava]",1B-Euk
"gi|932248211|gb|ALG62936.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella nummularifolia]",1B-Euk
"gi|1354070586|dbj|BBD13570.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pyramimonas sp. TU2]",1B-Euk
"gi|260751809|gb|ACX49120.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Thioalkalibacter halophilus]",1A-Prok
"TARA_128.SAMEA2622923.40.0.22-3_1973393_12 /annotation=ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast)/domain=Eukaryota /phylum=Chlorophyta",1B-Euk
"TARA_004.SAMEA2619399.40.0.22-1.6_3035338_1 /annotation=ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast)/domain=Eukaryota /phylum=Chlorophyta /class=prasinophytes /order=Mamiellophyceae /family=Mamiellales /genus=Mamiellaceae /species=Micromonas",1B-Euk
"cg2_3.0_scaffold_2380_c_4 ribulose 1,5-bisphosphate carboxylase, large subunit (EC:4.1.1.39) Tax=CG_Cyano_02 id=92040403 bin=""CG2_30_FULL_Oscillatoriales_44_21_curated"" species=CG_Cyano_02 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Cyanobacteria organism_tax=CG_Cyano_02, Cyanobacteria, Bacteria",1B-Prok
gi|75427925|sp|Q02518.1|RBL_SYNSP RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|217137|dbj|BAA39998.1| ribulosebiphosphate carboxylase [Synechococcus sp.] >gi|742243|prf||2009324A RuBisCO:SUBUNIT=large,1B-Prok
gi|498153794|ref|WP_010467950.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Acaryochloris] >gi|226736658|sp|B0CCC1.1|RBL_ACAM1 RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|158305189|gb|ABW26806.1| ribulose bisphosphate carboxylase large chain RbcL [Acaryochloris marina MBIC11017],1B-Prok
"gi|115502611|sp|Q2JV67.1|RBL_SYNJA RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|86554422|gb|ABC99380.1| ribulose bisphosphate carboxylase, large subunit [Synechococcus sp. JA-3-3Ab] >gi|1275120125|gb|PIK85296.1| ribulose bisophosphate carboxylase [Synechococcus sp. 63AY4M2] >gi|1275123380|gb|PIK88549.1| ribulose bisophosphate carboxylase [Synechococcus sp. 65AY6A5] >gi|1275127822|gb|PIK92981.1| ribulose bisophosphate carboxylase [Synechococcus sp. 65AY6Li] >gi|1275129195|gb|PIK94339.1| ribulose bisophosphate carboxylase [Synechococcus sp. 60AY4M2] >gi|1275133778|gb|PIK98920.1| ribulose bisophosphate carboxylase [Synechococcus sp. 63AY4M1] >gi|1275135237|gb|PIL00364.1| ribulose bisophosphate carboxylase [Synechococcus sp. 65AY640]",1B-Prok
"gi|1227051083|gb|ASQ40399.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cyanoptyche gloeocystis]",1B-Euk
"gi|921146149|dbj|BAS29235.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Limnochorda pilosa]",1-Prok
"gi|493574466|ref|WP_006527632.1| form I ribulose bisphosphate carboxylase large subunit [Gloeocapsa sp. PCC 73106] >gi|442789920|gb|ELR99548.1| ribulose 1,5-bisphosphate carboxylase, large subunit [Gloeocapsa sp. PCC 73106]",1B-Prok
"gi|1483570444|gb|AYD72452.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Batophora oerstedii] >gi|1483570504|gb|AYD72482.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Batophora occidentalis]",1B-Euk
"gi|516317085|ref|WP_017713779.1| form I ribulose bisphosphate carboxylase large subunit [Prochlorothrix hollandica] >gi|132028|sp|P27568.1|RBL_PROHO RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|45543|emb|CAA40632.1| ribulose-1,5-bisphosphate carboxylase /oxygenase [Prochlorothrix hollandica] >gi|815936657|gb|KKJ01196.1| ribulose 1,5-bisphosphate carboxylase [Prochlorothrix hollandica PCC 9006 = CALU 1027]",1B-Prok
"gi|1442329897|ref|YP_009504744.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (plastid) [Cyanophora biloba] >gi|618625556|gb|AHX80426.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Cyanophora biloba] >gi|1407719174|gb|AWW13770.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cyanophora biloba]",1B-Euk
"gi|359372888|gb|AEV42282.1| ribulose-1,5-bisphosphate carboxylase large subunit [Rhizomnium hattorii]",1B-Euk
"gi|553832043|gb|AGY61412.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Lotharella oceanica]",1B-Euk
"gi|308035635|dbj|BAJ21575.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Glaucocystis nostochinearum]",1B-Euk
"gi|1123468913|ref|WP_074200547.1| form I ribulose bisphosphate carboxylase large subunit [Sulfurivirga caldicuralii] >gi|1116008696|emb|SIN71090.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Sulfurivirga caldicuralii]",1A-Prok
"gi|1071401955|gb|AOS88445.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Piptadenia viridiflora]",1B-Euk
"gi|17066197|emb|CAD12572.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Salix arbutifolia]",1B-Euk
gi|1191658100|gb|OTG10070.1| putative ribulose bisphosphate carboxylase large chain [Helianthus annuus],1B-Euk
"gi|7008045|gb|AAF34879.1|AF119175_1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Quercus virginiana]",1B-Euk
gi|1498379710|gb|RMI14042.1| ribulose-bisphosphate carboxylase large subunit [Calditrichaeota bacterium],1-Prok
"gi|1142914503|gb|AQL58754.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella distachya]",1B-Euk
"gi|433804029|gb|AGB51719.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit form I [uncultured Cyanobium sp.]",1A-Prok
gi|1271047142|gb|PHT61617.1| Ribulose bisphosphate carboxylase large chain [Capsicum annuum],1B-Euk
"gi|387767798|gb|AFJ96478.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Dacryodes sp. B1 KGD-2012]",1B-Euk
"gi|168279470|dbj|BAG11482.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Lepidodinium chlorophorum]",1B-Euk
"gi|9719148|gb|AAF97654.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Hessea zeyheri]",1B-Euk
gi|1191684629|gb|OTG36590.1| putative ribulose bisphosphate carboxylase large chain [Helianthus annuus],1B-Euk
"TARA_102.SAMEA2622219.40.0.22-3_1104362_22 /annotation=ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast)/domain=Eukaryota /phylum=Chlorophyta /class=Mamiellophyceae /order=Mamiellales",1B-Euk
gi|406034810|emb|CCC82872.1| ribulose-bisphosphate carboxylase [Stipagrostis namaquensis],1B-Euk
gi|1371105041|gb|PSO47683.1| ribulose-bisphosphate carboxylase large subunit [Cyanobacteria bacterium SW_9_44_58],1B-Prok
"gi|1343070807|gb|AVD29683.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Diplosphaera sp. YN]",1B-Euk
gi|1225418752|ref|WP_093428253.1| form I ribulose bisphosphate carboxylase large subunit [Thiohalospira halophila] >gi|1097101818|emb|SFD42567.1| ribulose-bisphosphate carboxylase large chain [Thiohalospira halophila DSM 15071],1A-Prok
gi|1498305427|gb|RMH45282.1| form I ribulose bisphosphate carboxylase large subunit [Alphaproteobacteria bacterium],1A-Prok
gi|527208498|gb|EPS73467.1| ribulose bisphosphate carboxylase large chain [Genlisea aurea],1B-Euk
"gi|9719192|gb|AAF97675.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Strumaria truncata]",1B-Euk
"gi|25053477|gb|AAN71863.1| ribulose-1,5-bisphosphate carboxylase [Muehlenbeckia axillaris]",1B-Euk
"gi|1184142|gb|AAA87211.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pterosperma cristatum]",1B-Euk
"gi|1191631460|gb|OTF84304.1| putative ribulose bisphosphate carboxylase, large subunit [Helianthus annuus] >gi|1191658159|gb|OTG10129.1| putative ribulose bisphosphate carboxylase [Helianthus annuus] >gi|1191665319|gb|OTG17287.1| putative ribulose bisphosphate carboxylase [Helianthus annuus]",1B-Euk
"gi|451805771|gb|AGF69883.1| ribulose-1,5-biphosphate carboxylase/oxygenase large subunit [Senegalia modesta]",1B-Euk
"gi|1450302613|gb|AXN92218.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chloromonas rosae var. psychrophila]",1B-Euk
"gi|1142914483|gb|AQL58744.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Selaginella crassipes]",1B-Euk
"gi|476752|gb|AAB02583.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Oryza sativa] >gi|1583954|prf||2121489A RuBisCO:SUBUNIT=large:ISOTYPE=truncated [Oryza sativa]",1B-Euk
"gi|38532319|gb|AAR23411.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Cephalotaxus hainanensis]",1B-Euk
"gi|37195315|gb|AAN76463.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Heteroscyphus aselliformis]",1B-Euk
gi|1191631379|gb|OTF84280.1| putative ribulose bisphosphate carboxylase large chain [Helianthus annuus],1B-Euk
gi|1101263499|ref|WP_071515859.1| form I ribulose bisphosphate carboxylase large subunit [Geitlerinema sp. PCC 9228],1B-Prok
"gi|308035612|dbj|BAJ21566.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Monomastix minuta]",1B-Euk
"gi|86143152|gb|ABC86676.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Withania frutescens]",1B-Euk
gi|1271033748|gb|PHT54999.1| Ribulose bisphosphate carboxylase large chain [Capsicum baccatum],1B-Euk
"gi|557836492|gb|AHA37527.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Trifolium badium]",1B-Euk
"gi|9719118|gb|AAF97640.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Brunsvigia comptonii] >gi|9719124|gb|AAF97643.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Chlidanthus fragrans]",1B-Euk
gi|1197511016|ref|YP_009367542.1| large subunit of Rubisco (chloroplast) [Pseudoneochloris marina] >gi|1185543063|gb|ARK14503.1| large subunit of Rubisco [Pseudoneochloris marina],1B-Euk
"gi|9719188|gb|AAF97673.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Stenomesson variegatum]",1B-Euk
"gi|5833902|gb|AAD53732.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Diastema racemiferum]",1B-Euk
"gi|112408812|gb|ABI17959.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Aptandra tubicina]",1B-Euk
"GWE1_Rhodobacter_64_9_gwe1_scaffold_1447_1 Tax=BJP_08E140C01_Roseovarius_63_250 id=86413641 bin=""Rhodobacteraceae bacterium GWE1_64_9"" species=BJP_08E140C01_Roseovarius_63_250 genus=Roseovarius taxon_order=Rhodobacterales taxon_class=Alphaproteobacteria phylum=Proteobacteria organism_tax=GWF1_Rhodobacteraceae_65_7_curated, Rhodobacterales, Alphaproteobacteria, Proteobacteria, Bacteria",1A-Prok
"gi|576253|pdb|1RBL|A Chain A, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879915|pdb|1RBL|B Chain B, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879917|pdb|1RBL|C Chain C, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879919|pdb|1RBL|D Chain D, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879921|pdb|1RBL|E Chain E, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879923|pdb|1RBL|F Chain F, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879925|pdb|1RBL|G Chain G, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301 >gi|157879927|pdb|1RBL|H Chain H, Structure Determination And Refinement Of Ribulose 1,5 Bisphosphate Carboxylase(Slash)oxygenase From Synechococcus Pcc6301",1B-Prok
"gi|374975197|gb|AFA27689.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Neoregelia carolinae]",1B-Euk
"gi|29467117|dbj|BAC67005.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Polyphlebium diaphanum]",1B-Euk
"gi|13548792|gb|AAK29492.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Podocarpus henkelii]",1B-Euk
"gi|17066119|emb|CAD12532.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Hydnocarpus heterophyllus]",1B-Euk
"gi|952952713|gb|ALO20851.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chlamydomonas nivalis]",1B-Euk
"gi|13446912|gb|AAK26579.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Stauntonia elliptica]",1B-Euk
"gi|394932772|dbj|BAM29152.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Rhipiliopsis sp. Tenija_050428A] >gi|394932776|dbj|BAM29153.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhipiliopsis sp. Tenija_050428A]",1B-Euk
gi|554669810|ref|WP_023171956.1| form I ribulose bisphosphate carboxylase large subunit [Gloeobacter kilaueensis] >gi|553881473|gb|AGY56915.1| ribulose bisophosphate carboxylase [Gloeobacter kilaueensis JS1],1B-Prok
"gi|14715187|emb|CAC44112.1| ribulose 1,5-bisphosphate carboxylase /oxygenase large subunit [Cuscuta gronovii]",1B-Euk
gi|1585999103|ref|WP_131111748.1| ribulose-bisphosphate carboxylase large subunit [Sterolibacteriaceae bacterium M52],1A-Prok
"gi|578898011|gb|AHI17663.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Coldenia procumbens]",1B-Euk
gi|1271078068|gb|PHT78021.1| Ribulose bisphosphate carboxylase large chain [Capsicum annuum],1B-Euk
"TARA_096.SAMEA2621859.5.0.22-3_532416_7 /annotation=ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit/domain=Bacteria /phylum=Proteobacteria /class=Gammaproteobacteria /order=Chromatiales",1A-Prok
